ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2,AbbrevName,Volume,Type,Improvement Cohort,,,original in Extranet,abbrev,Pre work Volume,Type,Improvement Cohort
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,6/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,7/1/2014 0:00,TRUE,16.66,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,8/1/2014 0:00,TRUE,37.5,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,9/1/2014 0:00,TRUE,20,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent THA Patients with PRO before surgery,Hospital Alvorada,1/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent THA Patients with PRO before surgery,Hospital Alvorada,2/1/2014 0:00,TRUE,12.5,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent THA Patients with PRO before surgery,Hospital Alvorada,3/1/2014 0:00,TRUE,44.4,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent THA Patients with PRO before surgery,Hospital Alvorada,8/1/2014 0:00,TRUE,37.5,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent THA Patients with PRO before surgery,Hospital Alvorada,9/1/2014 0:00,TRUE,40,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count THA,Hvidovre Hospital,1/1/2014 0:00,TRUE,1,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count THA,Hvidovre Hospital,2/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count THA,Hvidovre Hospital,3/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count THA,Hvidovre Hospital,4/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count THA,Hvidovre Hospital,5/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count THA,Hvidovre Hospital,6/1/2014 0:00,TRUE,1,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,1/1/2014 0:00,TRUE,1,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,2/1/2014 0:00,TRUE,1,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,3/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,4/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,5/1/2014 0:00,TRUE,2,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,6/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Count TKA,Hvidovre Hospital,7/1/2014 0:00,TRUE,1,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate THA,Hvidovre Hospital,1/1/2014 0:00,TRUE,2.4,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate THA,Hvidovre Hospital,2/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate THA,Hvidovre Hospital,3/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate THA,Hvidovre Hospital,4/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate THA,Hvidovre Hospital,5/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate THA,Hvidovre Hospital,6/1/2014 0:00,TRUE,2.6,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,1/1/2014 0:00,TRUE,2.4,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,2/1/2014 0:00,TRUE,4.2,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,3/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,4/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,5/1/2014 0:00,TRUE,5.7,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,6/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,30-day all cause Readmission Rate TKA,Hvidovre Hospital,7/1/2014 0:00,TRUE,11.1,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,1/1/2014 0:00,TRUE,1.81,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,2/1/2014 0:00,TRUE,1.88,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,3/1/2014 0:00,TRUE,2.52,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,4/1/2014 0:00,TRUE,2.13,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,5/1/2014 0:00,TRUE,2.67,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,6/1/2014 0:00,TRUE,2.67,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,7/1/2014 0:00,TRUE,1.22,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS THA,Hvidovre Hospital,8/1/2014 0:00,TRUE,1.7,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,1/1/2014 0:00,TRUE,2.66,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,2/1/2014 0:00,TRUE,2.58,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,3/1/2014 0:00,TRUE,2.92,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,4/1/2014 0:00,TRUE,2.54,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,5/1/2014 0:00,TRUE,2.77,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,6/1/2014 0:00,TRUE,2.38,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,7/1/2014 0:00,TRUE,2.75,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Average LOS TKA,Hvidovre Hospital,8/1/2014 0:00,TRUE,2.48,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,1/1/2014 0:00,TRUE,42,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,2/1/2014 0:00,TRUE,25,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,3/1/2014 0:00,TRUE,51,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,4/1/2014 0:00,TRUE,32,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,5/1/2014 0:00,TRUE,49,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,6/1/2014 0:00,TRUE,39,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,7/1/2014 0:00,TRUE,10,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with THA,Hvidovre Hospital,8/1/2014 0:00,TRUE,33,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,1/1/2014 0:00,TRUE,41,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,2/1/2014 0:00,TRUE,24,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,3/1/2014 0:00,TRUE,36,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,4/1/2014 0:00,TRUE,26,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,5/1/2014 0:00,TRUE,35,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,6/1/2014 0:00,TRUE,34,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,7/1/2014 0:00,TRUE,9,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Number of Patients with TKA,Hvidovre Hospital,8/1/2014 0:00,TRUE,27,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,1/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,2/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,3/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,4/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,5/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,6/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,7/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home THA,Hvidovre Hospital,8/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,1/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,2/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,3/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,4/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,5/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,6/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,7/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged Home TKA,Hvidovre Hospital,8/1/2014 0:00,TRUE,100,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,1/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,2/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,3/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,4/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,5/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,6/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
Joint Replacement Learning Community,Hvidovre Hospital,Percent Discharged to rehab - inpatient THA,Hvidovre Hospital,7/1/2014 0:00,TRUE,0,,Hvidovre Hospital,1200,Academic,No project charter,,,,,,,
